step	exit_code	stdout	stderr	command
01-create.json	0	dogfood/20260322-dogfood-color/01-create.json.out	dogfood/20260322-dogfood-color/logs/01-create.json.stderr.txt	npx tsx src/cli/main.ts create --json -- npx tsx test/fixtures/apps/color-grid/main.ts
02-wait-color-grid-complete.json	0	dogfood/20260322-dogfood-color/02-wait-color-grid-complete.json.out	dogfood/20260322-dogfood-color/logs/02-wait-color-grid-complete.json.stderr.txt	npx tsx src/cli/main.ts wait 01KMBTSNSRFHX2A7ZYDYVR16D9 --text COLOR\ GRID\ COMPLETE --json
03-screenshot-reference-dark.json	0	dogfood/20260322-dogfood-color/03-screenshot-reference-dark.json.out	dogfood/20260322-dogfood-color/logs/03-screenshot-reference-dark.json.stderr.txt	npx tsx src/cli/main.ts screenshot 01KMBTSNSRFHX2A7ZYDYVR16D9 --profile reference-dark --json
04-screenshot-reference-light.json	0	dogfood/20260322-dogfood-color/04-screenshot-reference-light.json.out	dogfood/20260322-dogfood-color/logs/04-screenshot-reference-light.json.stderr.txt	npx tsx src/cli/main.ts screenshot 01KMBTSNSRFHX2A7ZYDYVR16D9 --profile reference-light --json
05-snapshot-structured.json	0	dogfood/20260322-dogfood-color/05-snapshot-structured.json.out	dogfood/20260322-dogfood-color/logs/05-snapshot-structured.json.stderr.txt	npx tsx src/cli/main.ts snapshot 01KMBTSNSRFHX2A7ZYDYVR16D9 --json
06-snapshot-text.json	0	dogfood/20260322-dogfood-color/06-snapshot-text.json.out	dogfood/20260322-dogfood-color/logs/06-snapshot-text.json.stderr.txt	npx tsx src/cli/main.ts snapshot 01KMBTSNSRFHX2A7ZYDYVR16D9 --format text --json
07-record-export-asciicast.json	0	dogfood/20260322-dogfood-color/07-record-export-asciicast.json.out	dogfood/20260322-dogfood-color/logs/07-record-export-asciicast.json.stderr.txt	npx tsx src/cli/main.ts record export 01KMBTSNSRFHX2A7ZYDYVR16D9 --format asciicast --out dogfood/20260322-dogfood-color/recordings/color-grid.cast --json
08-wait-exit.json	0	dogfood/20260322-dogfood-color/08-wait-exit.json.out	dogfood/20260322-dogfood-color/logs/08-wait-exit.json.stderr.txt	npx tsx src/cli/main.ts wait 01KMBTSNSRFHX2A7ZYDYVR16D9 --exit --json
09-inspect.json	0	dogfood/20260322-dogfood-color/09-inspect.json.out	dogfood/20260322-dogfood-color/logs/09-inspect.json.stderr.txt	npx tsx src/cli/main.ts inspect 01KMBTSNSRFHX2A7ZYDYVR16D9 --json
